ArticleID,Source,race,race_w2v,cigarillos,cigarillos_w2v,youth,youth_w2v,egal_w2v,ind_w2v,protest,riot,michael_brown,dead_blacks,n_words
usa55,USAToday,3.0,0.121195798149,0.0,0.0366373328577,0.0,0.0959103605838,0.111404724592,0.123865403385,8,0,2,0,667
usa56,USAToday,0.0,0.104257077036,0.0,0.0417095207297,0.0,0.102654412427,0.0885198349304,0.104067266613,0,0,1,0,318
usa57,USAToday,2.0,0.123627134166,0.0,0.0509988434683,0.0,0.099747974023,0.100139605747,0.12531461305,1,1,1,0,195
usa58,USAToday,2.0,0.122220510619,0.0,0.0533649828498,0.0,0.0863241857686,0.116018330724,0.131321082296,1,0,1,0,699
usa59,USAToday,3.0,0.124059558577,0.0,0.0523583925087,0.0,0.0922593865827,0.106277098074,0.123314931603,2,0,1,0,916
usa60,USAToday,2.0,0.112002586314,0.0,0.0542508251679,0.0,0.0999711128254,0.0900468161369,0.0981819496573,1,3,0,0,186
usa61,USAToday,2.0,0.115855579291,0.0,0.0401884939702,0.0,0.0897755974005,0.0935155641086,0.10908947054,2,1,1,0,302
usa62,USAToday,1.0,0.132062561393,0.0,0.0667459442077,0.0,0.103668560727,0.106547462522,0.122741902627,2,0,1,0,620
usa63,USAToday,1.0,0.126458344442,0.0,0.0425804177759,0.0,0.0910371405521,0.103797358589,0.117102866788,0,0,1,0,774
usa64,USAToday,1.0,0.11816667538,0.0,0.0446859330074,0.0,0.128272382684,0.0978011439376,0.127044431123,0,0,1,0,198
usa65,USAToday,0.0,0.103108842226,0.0,0.0409101627195,0.0,0.0915861868523,0.0883341984683,0.0935435999799,0,0,1,0,265
usa66,USAToday,2.0,0.135780260211,0.0,0.0528847350367,0.0,0.100181824261,0.122412962917,0.135188190789,0,0,1,0,325
usa67,USAToday,2.0,0.121680567124,0.0,0.0542288332301,0.0,0.0980148770153,0.122207826359,0.139403157967,0,0,1,0,377
usa68,USAToday,1.0,0.121858051986,0.0,0.0579330411068,0.0,0.0933564701408,0.0913335159602,0.102942881134,4,0,1,0,153
usa69,USAToday,2.0,0.13343253992,0.0,0.0448270346651,0.0,0.0943072623835,0.121347855486,0.126068864341,2,0,1,0,379
usa70,USAToday,3.0,0.122946163047,0.0,0.0590874534501,0.0,0.0991926851446,0.0926877795813,0.0996221549496,2,0,3,0,1051
usa71,USAToday,2.0,0.10302256067,0.0,0.0395327652753,0.0,0.104655628467,0.0649589425655,0.0868531260648,0,0,1,0,217
usa72,USAToday,0.0,0.130461516347,0.0,0.0427096000133,0.0,0.107777548192,0.115911648715,0.142495534417,1,0,1,0,164
usa73,USAToday,1.0,0.132726237557,0.0,0.0563184027521,0.0,0.100839979428,0.0808605298754,0.0880046151109,1,0,1,0,94
usa74,USAToday,0.0,0.121565685491,0.0,0.036410746979,0.0,0.0949349994011,0.0901453742115,0.0953142885709,2,1,1,0,199
usa75,USAToday,1.0,0.130904754238,0.0,0.0441446811574,0.0,0.0964339182681,0.109869884759,0.116918582,2,0,2,0,469
usa76,USAToday,3.0,0.111733866412,0.0,0.0395223227594,0.0,0.101042534658,0.089168483214,0.0973298790747,1,0,0,0,242
usa77,USAToday,0.0,0.103767824712,0.0,0.0579245139637,0.0,0.0945893698657,0.0727147141273,0.0817695616414,0,0,0,0,139
usa78,USAToday,2.0,0.136114674956,0.0,0.0530560370432,0.0,0.0955472398978,0.128690616768,0.143143046958,2,3,1,1,550
usa79,USAToday,1.0,0.117118973597,0.0,0.036582123946,0.0,0.0825202714329,0.101473237976,0.117410716353,1,1,1,0,473
usa80,USAToday,4.0,0.135394953272,0.0,0.0425422578992,0.0,0.106395656205,0.11217531637,0.129367605266,0,0,1,0,612
usa81,USAToday,3.0,0.13591719885,0.0,0.0566301039679,0.0,0.0995661511624,0.111365777284,0.127975335403,2,0,1,0,687
usa82,USAToday,2.0,0.130097199171,0.0,0.034986054068,0.0,0.0909159630149,0.0955315807333,0.106760341894,0,0,2,0,264
usa83,USAToday,1.0,0.139566324232,0.0,0.0357754590997,0.0,0.0896024670545,0.0773702337919,0.0805293504101,0,0,1,0,35
usa84,USAToday,1.0,0.123696639605,0.0,0.0600932480713,0.0,0.0958674196022,0.0935190753245,0.105302469596,0,0,1,0,242
usa85,USAToday,2.0,0.149087194162,0.0,0.0408389374406,0.0,0.105265170137,0.14868480759,0.167787395971,0,0,0,0,530
usa86,USAToday,1.0,0.114059793403,0.0,0.0614693517477,0.0,0.0970405467568,0.073776677851,0.0813752890852,0,0,0,0,163
usa87,USAToday,14.0,0.150590167762,0.0,0.0461616573247,0.0,0.0974975266381,0.120508746821,0.126166349431,4,0,1,0,703
usa88,USAToday,0.0,0.121417179948,0.0,0.0520848497652,0.0,0.103778231989,0.0844711534438,0.0918692599058,0,0,1,0,297
usa89,USAToday,1.0,0.114797208217,0.0,0.0403321787388,0.0,0.103594115702,0.101795658997,0.126030055094,0,0,1,0,330
usa90,USAToday,1.0,0.136832258061,0.0,0.0558703984869,0.0,0.104991403734,0.115711880266,0.134001626273,5,0,3,0,887
usa91,USAToday,1.0,0.134524671364,0.0,0.0359337546475,0.0,0.101476568517,0.101379482226,0.108978005324,1,1,1,0,409
usa92,USAToday,1.0,0.130932171849,0.0,0.0441426095449,0.0,0.0936947710001,0.104278708982,0.112250859153,3,0,1,0,447
usa93,USAToday,2.0,0.135418816991,0.0,0.0460587755662,0.0,0.0968124109045,0.125839652796,0.131963483852,8,0,1,0,733
usa94,USAToday,9.0,0.133943803381,0.0,0.0513707919803,0.0,0.100853239182,0.10595208144,0.11298190398,5,2,3,0,1228
usa95,USAToday,0.0,0.103973677025,0.0,0.0379111059871,0.0,0.12578074173,0.0839541817992,0.0921648703132,3,2,1,0,142
usa96,USAToday,5.0,0.127290204329,0.0,0.0490139702883,0.0,0.0953517586011,0.109181652422,0.123628514815,6,0,0,0,740
usa97,USAToday,4.0,0.130475986636,0.0,0.0643725031053,0.0,0.0965424200543,0.0867412690061,0.0962619566974,0,0,2,0,550
usa98,USAToday,4.0,0.127425968942,0.0,0.0569501010878,0.0,0.11073316946,0.0881680374674,0.104305477711,0,0,1,0,655
usa99,USAToday,1.0,0.128489378191,0.0,0.0523764266047,0.0,0.09472606141,0.117224199036,0.12492104583,4,0,1,0,472
usa100,USAToday,2.0,0.113928303169,0.0,0.0382423059602,0.0,0.0949709005193,0.0987817123601,0.11017768628,4,1,1,0,648
usa101,USAToday,2.0,0.120096063601,0.0,0.046118819794,0.0,0.100673579561,0.113041586926,0.129825881611,1,0,2,0,883
usa102,USAToday,8.0,0.13411763832,0.0,0.0435428547717,0.0,0.0975802871457,0.111498212785,0.117249709038,1,0,1,0,1401
usa103,USAToday,5.0,0.13401674285,0.0,0.0582255489044,0.0,0.111515881818,0.10584819367,0.113095894225,2,0,2,0,283
usa104,USAToday,2.0,0.137106192203,0.0,0.0631012216959,0.0,0.119408560712,0.116535516083,0.137269522849,0,3,3,1,1160
usa105,USAToday,0.0,0.118724774356,0.0,0.0587351357033,0.0,0.0992931161481,0.0839686771726,0.111399302148,0,0,1,0,116
usa106,USAToday,0.0,0.137042606021,0.0,0.0605340415397,0.0,0.0965880661472,0.101548992272,0.111548837879,0,0,5,0,203
usa107,USAToday,0.0,0.127513236901,0.0,0.0668145301603,0.0,0.099244949228,0.108063237732,0.121708270428,0,0,1,0,338
usa108,USAToday,0.0,0.12041560229,0.0,0.04334187577,0.0,0.0951943347579,0.0929684274505,0.10455638155,1,0,1,0,268
usa109,USAToday,0.0,0.134837988213,0.0,0.0418240195248,0.0,0.104419316265,0.112006048149,0.129787482357,0,0,0,0,96
usa110,USAToday,0.0,0.114115378959,0.0,0.0452781663181,0.0,0.0999777190395,0.0894410872801,0.0906087216173,0,0,1,0,135
usa111,USAToday,3.0,0.120779480516,0.0,0.0416240812318,0.0,0.0979294625809,0.1088881821,0.119725583865,8,0,3,0,1280
usa112,USAToday,8.0,0.141871113577,0.0,0.0589611285618,0.0,0.106744375977,0.114980361298,0.130379471132,1,0,2,0,1202
usa113,USAToday,0.0,0.0906155040467,0.0,0.0613401185169,0.0,0.0892708159331,0.0695244389095,0.0896721383937,0,0,0,0,66
usa114,USAToday,1.0,0.122037875115,0.0,0.0399948319222,0.0,0.102522618121,0.112983993978,0.12560122755,1,1,2,0,199
usa115,USAToday,2.0,0.1374763423,0.0,0.0621523522902,0.0,0.108248044754,0.114430518034,0.135981643016,0,0,1,0,421
usa116,USAToday,0.0,0.129061676205,0.0,0.0448939591961,0.0,0.0989073959092,0.118132319884,0.133449857051,2,0,2,1,517
usa117,USAToday,0.0,0.118231499969,0.0,0.0656904854553,0.0,0.090526814486,0.0919644075303,0.104149041231,2,0,0,0,164
usa118,USAToday,1.0,0.134112351787,0.0,0.0711140672876,0.0,0.0909117022458,0.0960885674705,0.109914199664,0,0,2,0,437
usa119,USAToday,3.0,0.119528434947,0.0,0.0485732410206,0.0,0.0924957839841,0.10908960416,0.120239770312,1,0,0,0,1157
usa120,USAToday,1.0,0.125320125116,0.0,0.0437532336967,0.0,0.0956317247815,0.109048566062,0.11704135503,5,0,1,0,302
usa121,USAToday,2.0,0.136479092391,0.0,0.0486862727672,0.0,0.102689967372,0.106906268091,0.120235924635,1,0,2,0,316
usa122,USAToday,3.0,0.125863323624,0.0,0.0668379084578,0.0,0.110904108664,0.115957117023,0.1383868188,0,0,1,0,1185
usa123,USAToday,0.0,0.121866859604,0.0,0.0545288328709,0.0,0.0957685128701,0.0826447180208,0.0913534199845,0,0,0,0,80
usa124,USAToday,4.0,0.132455598232,0.0,0.0483208978085,0.0,0.0968857101677,0.102413783772,0.114408878152,2,1,3,2,510
usa125,USAToday,0.0,0.101683118192,0.0,0.0272769879273,0.0,0.0703762249242,0.065717060084,0.083239044274,0,0,1,0,30
usa126,USAToday,1.0,0.118319911751,0.0,0.0593898665336,0.0,0.0808304268218,0.10440395284,0.107131021474,0,2,1,0,429
usa127,USAToday,3.0,0.113155562316,0.0,0.0588717489333,0.0,0.0903306504269,0.0921258248969,0.0983700531403,1,1,0,0,456
usa128,USAToday,2.0,0.116297160683,0.0,0.0380258022592,0.0,0.0948965389427,0.0902544299489,0.101320336129,0,0,1,0,279
usa129,USAToday,1.0,0.128577761563,0.0,0.0543073213258,0.0,0.085327280681,0.0966592803671,0.105215183881,0,0,2,1,613
usa130,USAToday,0.0,0.137158157309,0.0,0.0481317054784,0.0,0.104351306152,0.112592150429,0.127803817351,1,0,1,0,247
usa131,USAToday,2.0,0.119250036537,0.0,0.0534423303231,0.0,0.0915669452404,0.104186456758,0.124918568752,2,0,0,0,271
usa132,USAToday,0.0,0.121705847745,0.0,0.0476949903391,0.0,0.0957400163024,0.11933965499,0.128720501825,1,0,0,0,512
usa133,USAToday,14.0,0.140684970739,0.0,0.0539501121282,0.0,0.0864059521887,0.121976753737,0.12921154883,2,0,0,0,713
usa134,USAToday,0.0,0.125682654628,0.0,0.0469550942668,0.0,0.0958973966272,0.104849725639,0.116882478002,0,0,1,0,906
usa135,USAToday,1.0,0.128383988236,0.0,0.0654893954776,0.0,0.118120891786,0.118020764028,0.139930530196,1,0,0,0,504
usa136,USAToday,3.0,0.1432039841,0.0,0.0523169290037,0.0,0.126610004543,0.0947820205377,0.0990500951375,0,0,1,0,88
usa137,USAToday,9.0,0.116505618641,0.0,0.0433317007152,0.0,0.0953107747049,0.103788676652,0.114674961104,0,2,1,0,3315
usa138,USAToday,14.0,0.134514403338,0.0,0.0441628683902,0.0,0.0999631866948,0.110942305647,0.120946817007,2,2,0,0,2948
usa139,USAToday,5.0,0.13718097156,0.0,0.0438026900612,0.0,0.0937897117296,0.133095560257,0.148443001671,1,0,1,0,1058
usa140,USAToday,3.0,0.124872613738,0.0,0.0559148108014,0.0,0.0950765162537,0.105366589321,0.122902722312,2,0,2,0,910
usa141,USAToday,10.0,0.14960827233,0.0,0.0591551226045,0.0,0.108890063891,0.131254775106,0.153879043195,1,1,4,1,855
usa142,USAToday,5.0,0.145486035897,0.0,0.0423528388799,0.0,0.097357366928,0.131470152256,0.136003485828,0,0,0,0,562
usa143,USAToday,4.0,0.114235616115,0.0,0.0379697851319,0.0,0.0926087863535,0.102680804017,0.109777673946,4,0,1,0,786
usa144,USAToday,3.0,0.124604505712,0.0,0.0489257840331,0.0,0.0880727637434,0.0958014525338,0.108450631455,1,0,1,3,578
usa145,USAToday,2.0,0.111171548286,0.0,0.0560637154118,0.0,0.0892669832152,0.0915574419135,0.101671839618,0,0,2,0,911
usa146,USAToday,11.0,0.117002353452,0.0,0.057572026042,0.0,0.090375876027,0.0999985677805,0.112066839698,1,0,2,0,680
usa147,USAToday,1.0,0.125109344715,0.0,0.0453166566128,0.0,0.0861941627506,0.0818424054739,0.0869575386476,0,0,1,3,343
usa148,USAToday,6.0,0.122816306494,0.0,0.0542709447373,0.0,0.0966337021515,0.0971337507465,0.105176319552,1,1,1,0,5085
usa149,USAToday,1.0,0.12746361585,0.0,0.0459845796889,0.0,0.0922368657617,0.117321375256,0.1304085838,0,0,0,0,719
usa150,USAToday,1.0,0.126052872789,0.0,0.0468778286001,0.0,0.100939271239,0.125897183956,0.142337772447,0,0,0,0,863
usa151,USAToday,1.0,0.106068750148,0.0,0.0614346401034,0.0,0.103361099955,0.0721576950127,0.0923775503681,0,0,0,0,79
usa152,USAToday,3.0,0.136813203364,0.0,0.050029333753,0.0,0.0954171834028,0.120691942758,0.139690950575,0,0,0,0,255
usa153,USAToday,2.0,0.12856194934,0.0,0.0581238513743,0.0,0.104092124706,0.11165376693,0.127214817549,0,0,0,0,1335
usa154,USAToday,0.0,0.123044199827,0.0,0.0562467806884,0.0,0.109988931567,0.109055468451,0.139246906509,0,0,1,0,212
usa155,USAToday,5.0,0.112942827039,0.0,0.0462492146561,0.0,0.0943788344327,0.0874297153832,0.0960319029434,35,1,31,0,4173
usn1,USNews,2.0,0.118203966499,0.0,0.0423290953093,0.0,0.0916844839734,0.105944517467,0.116449026359,2,1,0,0,975
usn2,USNews,13.0,0.170441181267,0.0,0.0487886356797,0.0,0.0972496790755,0.127599902981,0.124966368515,0,0,1,0,406
usn3,USNews,1.0,0.130839002217,0.0,0.0364390969559,0.0,0.154710607368,0.121011553299,0.13197204607,2,0,1,0,961
usn4,USNews,1.0,0.128571049261,0.0,0.04683918425,0.0,0.0896720123463,0.120479840354,0.124322536538,1,0,1,0,759
usn5,USNews,7.0,0.141263085172,0.0,0.0560698118102,0.0,0.0998195593701,0.115836054089,0.126197730795,2,0,2,0,871
usn6,USNews,3.0,0.127792243393,0.0,0.0509359728476,0.0,0.0977641953066,0.103761221239,0.112494424005,8,1,2,0,1106
usn7,USNews,0.0,0.11708076373,0.0,0.0519825929013,0.0,0.0936228970414,0.0952743939139,0.112672500697,5,2,1,0,774
usn8,USNews,6.0,0.143656239794,0.0,0.0573419039056,0.0,0.0956589982003,0.126574173891,0.133586400572,0,0,2,0,697
usn9,USNews,15.0,0.165700530446,0.0,0.0500195002805,0.0,0.108548860342,0.124324498491,0.130355871007,2,0,1,0,594
usn10,USNews,1.0,0.135002410191,0.0,0.051112578552,0.0,0.0979796299672,0.112553544721,0.109147716438,1,0,0,0,300
usn11,USNews,14.0,0.140971352961,0.0,0.0451924652646,0.0,0.0934662874005,0.120647233235,0.12493797387,2,0,3,2,2069
usn12,USNews,5.0,0.135110072356,0.0,0.0545685706392,0.0,0.0967755902823,0.105813557494,0.110194932858,11,1,1,0,803
usn13,USNews,5.0,0.13968468015,0.0,0.0488893252445,0.0,0.087428641201,0.140274836227,0.142366382115,0,0,1,0,1240
usn14,USNews,0.0,0.126286663478,0.0,0.0579074872338,0.0,0.0930712468745,0.108106651615,0.119956208828,4,0,2,0,897
usn15,USNews,14.0,0.140971352961,0.0,0.0451924652646,0.0,0.0934662874005,0.120647233235,0.12493797387,2,0,3,2,2070
usn16,USNews,4.0,0.143388682622,0.0,0.0436120923155,0.0,0.0941526865619,0.114446725252,0.114973923919,0,0,0,0,408
usn17,USNews,1.0,0.116282764029,0.0,0.0479606704709,0.0,0.0930668385551,0.0945260798564,0.109960559779,4,0,1,0,603
usn18,USNews,0.0,0.135892535629,0.0,0.046821158457,0.0,0.0979103576919,0.122088503166,0.130769362305,5,2,2,0,750
usn19,USNews,6.0,0.15826473596,0.0,0.0546854262427,0.0,0.104663929375,0.12938993804,0.138941524316,1,0,3,0,666
usn20,USNews,0.0,0.119459451681,0.0,0.0411002188597,0.0,0.0921470829353,0.0833547439855,0.0973762107004,0,2,1,0,134
usn21,USNews,1.0,0.131444056302,0.0,0.0561202148663,0.0,0.099959267471,0.116595994056,0.125734728519,2,1,1,0,1049
usn22,USNews,1.0,0.121279600749,0.0,0.047721414186,0.0,0.0954810681957,0.100871875004,0.110946841435,3,2,2,0,1128
usn23,USNews,1.0,0.110070990409,0.0,0.0503134380723,0.0,0.0819697989258,0.104646572513,0.112095626678,0,0,0,0,711
usn24,USNews,5.0,0.129854247218,0.0,0.0357833643863,0.0,0.0920303884351,0.103240470666,0.109095681897,1,1,3,0,796
usn25,USNews,18.0,0.168460997141,0.0,0.0517710052332,0.0,0.100629381217,0.121055592418,0.119916781206,2,0,1,0,552
usn26,USNews,1.0,0.11648082632,0.0,0.0470446758911,0.0,0.0833829916254,0.105164027958,0.118424038373,1,0,1,0,616
usn27,USNews,5.0,0.139404961839,0.0,0.0411927531338,0.0,0.0987761102026,0.107823832125,0.116193474332,3,1,1,0,501
usn28,USNews,3.0,0.1225216336,0.0,0.0559106484541,0.0,0.0908949555161,0.0979609270815,0.1078482153,2,0,1,0,662
usn29,USNews,3.0,0.122958780067,0.0,0.0443867890912,0.0,0.0976367828276,0.0899011487668,0.105584338417,1,0,1,0,326
usn30,USNews,2.0,0.117838556207,0.0,0.0460240455341,0.0,0.101226498361,0.102126701509,0.118974678219,1,0,1,0,289
vice1,Vice,10.0,0.128635419667,0.0,0.0493622897432,0.0,0.0960027399438,0.104580273726,0.115498606435,14,4,5,1,1691
vice2,Vice,4.0,0.126617193705,0.0,0.0529158860674,0.0,0.0964234363734,0.10809015753,0.121724859981,12,0,2,0,1294
vice3,Vice,7.0,0.135959225769,0.0,0.0659514250606,0.0,0.0960456724253,0.111701400629,0.122778016086,5,3,1,0,1602
vice4,Vice,1.0,0.121928168602,0.0,0.0542981079762,0.0,0.0969609715677,0.101149600876,0.114694922345,9,0,1,0,1058
vice5,Vice,2.0,0.124197203821,0.0,0.0468607975239,0.0,0.0904845492073,0.119131867135,0.127771529624,4,0,2,0,767
vice6,Vice,3.0,0.141542610077,0.0,0.0628343110778,0.0,0.103229468601,0.137882060563,0.154564299889,7,4,4,0,2530
vice7,Vice,3.0,0.140478608973,0.0,0.0604695634206,0.0,0.102095049829,0.135309758061,0.149519695376,4,0,5,0,1993
vice8,Vice,7.0,0.125600913538,0.0,0.0584076682087,0.0,0.0942512883635,0.113920977401,0.130234520718,3,0,2,2,1750
vice9,Vice,10.0,0.134150581953,0.0,0.0464993073188,0.0,0.0922182394536,0.12701144551,0.127926380093,2,1,1,1,900
vice10,Vice,7.0,0.135542099339,0.0,0.0640209880474,0.0,0.0945138448193,0.131459893438,0.134512729242,1,0,0,0,1315
vice11,Vice,1.0,0.120941849064,0.0,0.0311610820721,0.0,0.0921582389174,0.097629856311,0.112104831964,1,0,1,0,253
vice12,Vice,6.0,0.14598339195,0.0,0.050267712008,0.0,0.10164114887,0.143520027897,0.157077404164,2,1,2,0,1347
vice13,Vice,0.0,0.126337954865,0.0,0.0485810135824,0.0,0.087264828141,0.119731902251,0.138501183183,3,0,0,0,774
vice14,Vice,1.0,0.131301376883,0.0,0.0575111098823,0.0,0.098180960536,0.113791394131,0.1302562456,4,1,1,0,1043
vice15,Vice,3.0,0.134860594028,0.0,0.0533255543398,0.0,0.102316236909,0.120360534602,0.13227472424,9,4,4,0,1981
vice16,Vice,12.0,0.150711999541,0.0,0.0540735497863,0.0,0.101381347263,0.117447835572,0.127731389119,2,1,2,2,893
vice17,Vice,12.0,0.15052299628,0.0,0.0582231893722,1.0,0.10532032672,0.142665885484,0.154484127087,4,0,0,0,1766
vice18,Vice,2.0,0.120849297186,0.0,0.0470806923662,0.0,0.0912373439925,0.111624518371,0.118222312357,0,0,1,1,930
vice19,Vice,1.0,0.136906988931,0.0,0.0575611631122,0.0,0.0923583016615,0.127947406769,0.141100003526,2,1,5,0,653
vice20,Vice,6.0,0.128839870487,0.0,0.0513140724742,0.0,0.0837081341118,0.132817849389,0.14025050831,0,0,0,0,1090
vice21,Vice,3.0,0.13500695727,0.0,0.0606785502427,0.0,0.100134661977,0.133100025317,0.145858600937,2,1,0,0,1537
vice22,Vice,12.0,0.140411418271,0.0,0.0609056277727,0.0,0.0939633482967,0.132830683152,0.147552245157,1,1,1,0,1837
vice23,Vice,2.0,0.13550107666,0.0,0.0617033945199,0.0,0.107724709971,0.133706125082,0.146292425295,2,0,2,0,1419
vice24,Vice,1.0,0.104993441944,0.0,0.0641718343742,0.0,0.0748779580573,0.0984218502617,0.111534938348,1,0,0,0,542
vice25,Vice,12.0,0.139233117723,0.0,0.0544002628706,0.0,0.0940806610368,0.119433527803,0.129931501283,4,0,0,3,1760
vice26,Vice,3.0,0.136682739965,0.0,0.0541102098626,0.0,0.0983226787182,0.127282025809,0.135429355352,2,1,0,0,1409
vice27,Vice,4.0,0.116858007663,0.0,0.0502596896245,0.0,0.0878640915962,0.113022309065,0.126635769564,0,0,0,0,1055
vice28,Vice,9.0,0.131524074946,0.0,0.0519595428722,0.0,0.094003305618,0.123307632174,0.134860819413,0,0,1,3,819
vice29,Vice,4.0,0.133956860121,0.0,0.0564034260544,0.0,0.098802466842,0.117947987542,0.1338337646,2,2,1,0,1729
vice30,Vice,1.0,0.111776906012,0.0,0.0473581132217,0.0,0.0818090477152,0.100113306545,0.108005182312,2,0,2,0,956
vice31,Vice,6.0,0.140520544625,0.0,0.0600066239643,0.0,0.0989857056865,0.147163054315,0.162186601005,0,0,0,0,1587
vice32,Vice,2.0,0.119686237582,0.0,0.0464255591629,0.0,0.0955891682462,0.10628642992,0.113888090582,0,0,0,0,2514
vice33,Vice,8.0,0.128691852652,0.0,0.0535394186581,0.0,0.082256671355,0.132901224626,0.149402022864,0,0,1,0,822
vox1,Vox,3.0,0.125582495296,0.0,0.0525648489342,0.0,0.0942847543038,0.113035900877,0.117680241902,15,0,0,0,1138
vox2,Vox,11.0,0.125293335403,0.0,0.0522971346541,0.0,0.0889722723524,0.121402550301,0.134137902242,7,0,0,0,2281
vox3,Vox,1.0,0.131723966294,0.0,0.0531402993038,0.0,0.0988668636978,0.12757498516,0.141952071594,2,1,1,0,832
vox4,Vox,25.0,0.126295990792,0.0,0.0492123656915,0.0,0.0959806699252,0.102764259023,0.106466694734,20,0,5,0,3666
vox5,Vox,4.0,0.137234924825,0.0,0.0483114738405,0.0,0.0969169134299,0.141993179157,0.155413035175,7,0,0,0,2778
vox6,Vox,1.0,0.121464257885,0.0,0.0571213737368,0.0,0.0886130284451,0.111414115821,0.11717647404,7,1,1,0,1150
vox7,Vox,0.0,0.125742982276,0.0,0.0533975014365,0.0,0.103335392608,0.0919514825604,0.0933481073909,2,0,1,0,104
vox8,Vox,2.0,0.133399715953,0.0,0.0496584355098,0.0,0.0936918739631,0.132400495329,0.144796251195,4,0,2,0,791
vox9,Vox,1.0,0.123069814703,0.0,0.0518570852073,0.0,0.0870651744721,0.108994728599,0.123182304482,1,0,0,0,224
vox10,Vox,0.0,0.105548440458,0.0,0.0494212743449,0.0,0.100642364997,0.068263445184,0.0587801016755,1,0,1,0,25
vox11,Vox,11.0,0.175149056369,0.0,0.0541330164248,0.0,0.109040581255,0.109990752463,0.108233734308,0,0,0,0,234
vox12,Vox,0.0,0.123171568252,0.0,0.0480976012708,0.0,0.0940052610075,0.109375125215,0.116026014185,4,0,0,0,165
vox13,Vox,16.0,0.151665641252,0.0,0.0466302866824,0.0,0.097330854469,0.138357554945,0.144222044774,2,0,0,0,1256
vox14,Vox,0.0,0.118004014919,0.0,0.0399326281756,0.0,0.0800249106963,0.0976454630063,0.105129257702,5,0,1,0,113
vox15,Vox,0.0,0.118850887029,0.0,0.0401339333753,0.0,0.0896884325452,0.0954849950936,0.10040159297,2,0,3,0,271
vox16,Vox,2.0,0.140309238259,0.0,0.0549939468669,0.0,0.0979654022311,0.140176638586,0.155236875719,9,0,1,0,1627
vox17,Vox,8.0,0.152097937554,0.0,0.0461242591311,0.0,0.102824991702,0.129509307927,0.133727117741,1,0,0,0,707
vox18,Vox,11.0,0.153038807279,0.0,0.0516246950999,0.0,0.099119258718,0.137554525712,0.144671146693,9,4,5,0,1873
vox19,Vox,2.0,0.129037955143,0.0,0.0588865234365,0.0,0.091536681326,0.105141132287,0.122090988386,2,0,1,0,171
vox20,Vox,0.0,0.12586843542,0.0,0.0350168152292,0.0,0.0961205171269,0.11803394729,0.124411112492,0,0,0,0,232
vox21,Vox,1.0,0.127472633723,0.0,0.0496100573328,0.0,0.0981048836854,0.131054926605,0.145434662003,0,0,1,0,128
vox22,Vox,1.0,0.131952206707,0.0,0.0575282418961,0.0,0.0994518153257,0.120278537371,0.133883426398,0,0,4,0,728
vox23,Vox,0.0,0.118317251109,0.0,0.0519740381756,0.0,0.0952018597385,0.0938501875339,0.10955679367,3,0,0,0,151
vox24,Vox,0.0,0.1241069965,0.0,0.038281923697,0.0,0.0915296465816,0.103929468148,0.118623891506,0,0,1,0,71
vox25,Vox,2.0,0.142999559033,0.0,0.0528558356715,0.0,0.0940861568345,0.137500097365,0.151463192876,0,0,0,0,319
vox26,Vox,0.0,0.11945913388,0.0,0.0623781311157,0.0,0.0970346597885,0.0860114823485,0.103489744422,4,0,1,0,220
vox27,Vox,2.0,0.104470229725,0.0,0.0444604416465,0.0,0.0880851037034,0.0859490119124,0.0952206392874,2,0,0,0,509
vox28,Vox,0.0,0.128394400046,0.0,0.0389849160241,0.0,0.0907563121462,0.0979114762704,0.109867774048,0,0,1,0,217
vox29,Vox,4.0,0.179191001614,0.0,0.0479517539985,0.0,0.103650599789,0.141827960475,0.145786631445,0,0,1,0,127
vox30,Vox,2.0,0.130845577284,0.0,0.0495813087779,0.0,0.0789540006829,0.125221005733,0.125102602986,3,2,0,0,540
vox31,Vox,1.0,0.13772293084,0.0,0.0552345429656,0.0,0.103015634057,0.0977416415854,0.102169719249,0,0,3,0,303
vox32,Vox,1.0,0.112529523294,0.0,0.0515537830238,0.0,0.0908184525297,0.0915392103075,0.0999845331674,5,1,0,0,344
vox33,Vox,0.0,0.115735659025,0.0,0.0476869833167,0.0,0.0910824192766,0.104597168234,0.118764199931,0,0,0,0,377
vox34,Vox,11.0,0.164571131918,0.0,0.0539564738042,0.0,0.102395894334,0.134003104941,0.130927958179,1,0,0,0,486
vox35,Vox,0.0,0.116949932799,0.0,0.0356802199705,0.0,0.0949531400158,0.111976691764,0.115328110161,2,0,0,0,47
vox36,Vox,6.0,0.132814904306,0.0,0.0520732357374,0.0,0.0936200619559,0.131983511822,0.139387646609,3,0,1,0,1752
vox37,Vox,0.0,0.118746302803,0.0,0.0501989087018,0.0,0.0823596682978,0.102623536429,0.111191200561,2,0,1,0,112
vox38,Vox,1.0,0.121590399641,0.0,0.0578422863622,0.0,0.0797612328849,0.112593390937,0.122936861235,3,0,0,0,782
vox39,Vox,3.0,0.122522200665,0.0,0.0476421011365,0.0,0.0948020474005,0.106778569273,0.112905635686,1,0,0,0,505
vox40,Vox,1.0,0.117626079631,0.0,0.0466031830521,0.0,0.0851626434572,0.0980204515135,0.114109220424,1,0,2,0,162
vox41,Vox,8.0,0.148488838352,0.0,0.0462572482628,0.0,0.0958088803121,0.123045354251,0.12228000828,16,0,0,0,380
